fund_name,year,month,average_nav
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,11,147.1699
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,12,141.454
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,1,135.1738
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,2,140.4463
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,3,149.9217
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,4,151.1817
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,5,157.021
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,6,163.5017
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,7,168.0967
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,8,173.2517
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,9,171.4555
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,10,176.6711
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,11,176.5952
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2024,12,171.7837
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,1,166.686
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,2,168.8407
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,3,177.242
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,4,182.3239
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,5,181.5516
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,6,189.2083
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,7,190.794
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,8,182.0191
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,9,176.5606
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,10,182.0228
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,11,187.0072
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2025,12,184.8874
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2026,1,197.7982
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2026,2,193.7455
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2026,3,190.7117
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2026,4,201.4964
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2026,5,199.9504
Mirae Asset Large Cap Fund - Regular - Growth,2022,1,75.9528
Mirae Asset Large Cap Fund - Regular - Growth,2022,2,79.716
Mirae Asset Large Cap Fund - Regular - Growth,2022,3,80.5379
Mirae Asset Large Cap Fund - Regular - Growth,2022,4,83.0946
Mirae Asset Large Cap Fund - Regular - Growth,2022,5,84.2955
Mirae Asset Large Cap Fund - Regular - Growth,2022,6,86.6641
Mirae Asset Large Cap Fund - Regular - Growth,2022,7,87.4725
Mirae Asset Large Cap Fund - Regular - Growth,2022,8,88.0353
Mirae Asset Large Cap Fund - Regular - Growth,2022,9,90.3585
Mirae Asset Large Cap Fund - Regular - Growth,2022,10,92.9799
Mirae Asset Large Cap Fund - Regular - Growth,2022,11,95.6009
Mirae Asset Large Cap Fund - Regular - Growth,2022,12,98.0695
Mirae Asset Large Cap Fund - Regular - Growth,2023,1,98.1527
Mirae Asset Large Cap Fund - Regular - Growth,2023,2,95.5115
Mirae Asset Large Cap Fund - Regular - Growth,2023,3,94.3158
Mirae Asset Large Cap Fund - Regular - Growth,2023,4,92.7927
Mirae Asset Large Cap Fund - Regular - Growth,2023,5,94.5099
Mirae Asset Large Cap Fund - Regular - Growth,2023,6,97.3909
Mirae Asset Large Cap Fund - Regular - Growth,2023,7,98.4871
Mirae Asset Large Cap Fund - Regular - Growth,2023,8,95.3921
Mirae Asset Large Cap Fund - Regular - Growth,2023,9,92.5701
Mirae Asset Large Cap Fund - Regular - Growth,2023,10,91.6773
Mirae Asset Large Cap Fund - Regular - Growth,2023,11,96.0593
Mirae Asset Large Cap Fund - Regular - Growth,2023,12,96.7118
Mirae Asset Large Cap Fund - Regular - Growth,2024,1,95.5339
Mirae Asset Large Cap Fund - Regular - Growth,2024,2,101.5201
Mirae Asset Large Cap Fund - Regular - Growth,2024,3,111.9987
Mirae Asset Large Cap Fund - Regular - Growth,2024,4,118.4456
Mirae Asset Large Cap Fund - Regular - Growth,2024,5,117.4219
Mirae Asset Large Cap Fund - Regular - Growth,2024,6,120.7387
Mirae Asset Large Cap Fund - Regular - Growth,2024,7,123.3777
Mirae Asset Large Cap Fund - Regular - Growth,2024,8,127.4909
Mirae Asset Large Cap Fund - Regular - Growth,2024,9,130.6074
Mirae Asset Large Cap Fund - Regular - Growth,2024,10,132.5379
Mirae Asset Large Cap Fund - Regular - Growth,2024,11,147.8452
Mirae Asset Large Cap Fund - Regular - Growth,2024,12,160.0411
Mirae Asset Large Cap Fund - Regular - Growth,2025,1,169.1244
Mirae Asset Large Cap Fund - Regular - Growth,2025,2,164.5599
Mirae Asset Large Cap Fund - Regular - Growth,2025,3,169.5765
Mirae Asset Large Cap Fund - Regular - Growth,2025,4,181.0427
Mirae Asset Large Cap Fund - Regular - Growth,2025,5,189.8065
Mirae Asset Large Cap Fund - Regular - Growth,2025,6,200.6314
Mirae Asset Large Cap Fund - Regular - Growth,2025,7,208.8237
Mirae Asset Large Cap Fund - Regular - Growth,2025,8,209.2184
Mirae Asset Large Cap Fund - Regular - Growth,2025,9,219.0108
Mirae Asset Large Cap Fund - Regular - Growth,2025,10,222.4849
Mirae Asset Large Cap Fund - Regular - Growth,2025,11,223.3568
Mirae Asset Large Cap Fund - Regular - Growth,2025,12,231.7085
Mirae Asset Large Cap Fund - Regular - Growth,2026,1,229.3946
Mirae Asset Large Cap Fund - Regular - Growth,2026,2,225.702
Mirae Asset Large Cap Fund - Regular - Growth,2026,3,232.8247
Mirae Asset Large Cap Fund - Regular - Growth,2026,4,244.2687
Mirae Asset Large Cap Fund - Regular - Growth,2026,5,238.2183
Mirae Asset Tax Saver Fund - Regular - Growth,2022,1,29.3605
Mirae Asset Tax Saver Fund - Regular - Growth,2022,2,29.3489
Mirae Asset Tax Saver Fund - Regular - Growth,2022,3,30.4357
Mirae Asset Tax Saver Fund - Regular - Growth,2022,4,33.3758
Mirae Asset Tax Saver Fund - Regular - Growth,2022,5,33.3226
Mirae Asset Tax Saver Fund - Regular - Growth,2022,6,34.9466
Mirae Asset Tax Saver Fund - Regular - Growth,2022,7,35.5468
Mirae Asset Tax Saver Fund - Regular - Growth,2022,8,36.5188
Mirae Asset Tax Saver Fund - Regular - Growth,2022,9,35.9264
Mirae Asset Tax Saver Fund - Regular - Growth,2022,10,36.663
Mirae Asset Tax Saver Fund - Regular - Growth,2022,11,37.7747
Mirae Asset Tax Saver Fund - Regular - Growth,2022,12,41.1136
Mirae Asset Tax Saver Fund - Regular - Growth,2023,1,42.4523
Mirae Asset Tax Saver Fund - Regular - Growth,2023,2,45.7851
Mirae Asset Tax Saver Fund - Regular - Growth,2023,3,48.4233
Mirae Asset Tax Saver Fund - Regular - Growth,2023,4,47.2346
Mirae Asset Tax Saver Fund - Regular - Growth,2023,5,45.6304
Mirae Asset Tax Saver Fund - Regular - Growth,2023,6,48.5361
Mirae Asset Tax Saver Fund - Regular - Growth,2023,7,52.4647
Mirae Asset Tax Saver Fund - Regular - Growth,2023,8,53.4507
Mirae Asset Tax Saver Fund - Regular - Growth,2023,9,50.6914
Mirae Asset Tax Saver Fund - Regular - Growth,2023,10,47.4659
Mirae Asset Tax Saver Fund - Regular - Growth,2023,11,46.6007
Mirae Asset Tax Saver Fund - Regular - Growth,2023,12,48.978
Mirae Asset Tax Saver Fund - Regular - Growth,2024,1,49.2838
Mirae Asset Tax Saver Fund - Regular - Growth,2024,2,48.5641
Mirae Asset Tax Saver Fund - Regular - Growth,2024,3,50.6384
Mirae Asset Tax Saver Fund - Regular - Growth,2024,4,55.6578
Mirae Asset Tax Saver Fund - Regular - Growth,2024,5,55.323
Mirae Asset Tax Saver Fund - Regular - Growth,2024,6,53.9425
Mirae Asset Tax Saver Fund - Regular - Growth,2024,7,56.5881
Mirae Asset Tax Saver Fund - Regular - Growth,2024,8,59.3137
Mirae Asset Tax Saver Fund - Regular - Growth,2024,9,58.6887
Mirae Asset Tax Saver Fund - Regular - Growth,2024,10,58.3709
Mirae Asset Tax Saver Fund - Regular - Growth,2024,11,61.0328
Mirae Asset Tax Saver Fund - Regular - Growth,2024,12,59.0832
Mirae Asset Tax Saver Fund - Regular - Growth,2025,1,58.1011
Mirae Asset Tax Saver Fund - Regular - Growth,2025,2,62.1645
Mirae Asset Tax Saver Fund - Regular - Growth,2025,3,65.9067
Mirae Asset Tax Saver Fund - Regular - Growth,2025,4,70.0776
Mirae Asset Tax Saver Fund - Regular - Growth,2025,5,69.3731
Mirae Asset Tax Saver Fund - Regular - Growth,2025,6,67.6546
Mirae Asset Tax Saver Fund - Regular - Growth,2025,7,70.6328
Mirae Asset Tax Saver Fund - Regular - Growth,2025,8,69.6097
Mirae Asset Tax Saver Fund - Regular - Growth,2025,9,70.0177
Mirae Asset Tax Saver Fund - Regular - Growth,2025,10,69.0614
Mirae Asset Tax Saver Fund - Regular - Growth,2025,11,74.6274
Mirae Asset Tax Saver Fund - Regular - Growth,2025,12,75.1369
Mirae Asset Tax Saver Fund - Regular - Growth,2026,1,74.9087
Mirae Asset Tax Saver Fund - Regular - Growth,2026,2,77.6907
Mirae Asset Tax Saver Fund - Regular - Growth,2026,3,80.2011
Mirae Asset Tax Saver Fund - Regular - Growth,2026,4,85.221
Mirae Asset Tax Saver Fund - Regular - Growth,2026,5,90.9565
Nippon India ETF Nifty 50 BeES,2022,1,162.5124
Nippon India ETF Nifty 50 BeES,2022,2,162.6451
Nippon India ETF Nifty 50 BeES,2022,3,162.9435
Nippon India ETF Nifty 50 BeES,2022,4,164.6529
Nippon India ETF Nifty 50 BeES,2022,5,160.0449
Nippon India ETF Nifty 50 BeES,2022,6,155.9568
Nippon India ETF Nifty 50 BeES,2022,7,158.6443
Nippon India ETF Nifty 50 BeES,2022,8,160.6713
Nippon India ETF Nifty 50 BeES,2022,9,162.6528
Nippon India ETF Nifty 50 BeES,2022,10,158.5443
Nippon India ETF Nifty 50 BeES,2022,11,156.6284
Nippon India ETF Nifty 50 BeES,2022,12,163.2004
Nippon India ETF Nifty 50 BeES,2023,1,170.6297
Nippon India ETF Nifty 50 BeES,2023,2,176.9145
Nippon India ETF Nifty 50 BeES,2023,3,184.887
Nippon India ETF Nifty 50 BeES,2023,4,189.5829
Nippon India ETF Nifty 50 BeES,2023,5,188.5691
Nippon India ETF Nifty 50 BeES,2023,6,203.494
Nippon India ETF Nifty 50 BeES,2023,7,210.0051
Nippon India ETF Nifty 50 BeES,2023,8,214.6791
Nippon India ETF Nifty 50 BeES,2023,9,211.1017
Nippon India ETF Nifty 50 BeES,2023,10,208.369
Nippon India ETF Nifty 50 BeES,2023,11,221.3227
Nippon India ETF Nifty 50 BeES,2023,12,223.0529
Nippon India ETF Nifty 50 BeES,2024,1,221.9282
Nippon India ETF Nifty 50 BeES,2024,2,218.1446
Nippon India ETF Nifty 50 BeES,2024,3,220.8871
Nippon India ETF Nifty 50 BeES,2024,4,224.9258
Nippon India ETF Nifty 50 BeES,2024,5,224.8417
Nippon India ETF Nifty 50 BeES,2024,6,222.718
Nippon India ETF Nifty 50 BeES,2024,7,226.8211
Nippon India ETF Nifty 50 BeES,2024,8,243.263
Nippon India ETF Nifty 50 BeES,2024,9,247.1384
Nippon India ETF Nifty 50 BeES,2024,10,248.5972
Nippon India ETF Nifty 50 BeES,2024,11,255.3982
Nippon India ETF Nifty 50 BeES,2024,12,247.9034
Nippon India ETF Nifty 50 BeES,2025,1,249.9619
Nippon India ETF Nifty 50 BeES,2025,2,259.2101
Nippon India ETF Nifty 50 BeES,2025,3,262.2577
Nippon India ETF Nifty 50 BeES,2025,4,263.974
Nippon India ETF Nifty 50 BeES,2025,5,259.1777
Nippon India ETF Nifty 50 BeES,2025,6,265.4123
Nippon India ETF Nifty 50 BeES,2025,7,283.0305
Nippon India ETF Nifty 50 BeES,2025,8,293.2287
Nippon India ETF Nifty 50 BeES,2025,9,293.2703
Nippon India ETF Nifty 50 BeES,2025,10,292.0056
Nippon India ETF Nifty 50 BeES,2025,11,304.2319
Nippon India ETF Nifty 50 BeES,2025,12,314.4274
Nippon India ETF Nifty 50 BeES,2026,1,326.3846
Nippon India ETF Nifty 50 BeES,2026,2,327.4611
Nippon India ETF Nifty 50 BeES,2026,3,322.8771
Nippon India ETF Nifty 50 BeES,2026,4,321.401
Nippon India ETF Nifty 50 BeES,2026,5,326.5614
Nippon India Gilt Securities Fund - Regular - Growth,2022,1,30.3371
Nippon India Gilt Securities Fund - Regular - Growth,2022,2,30.7794
Nippon India Gilt Securities Fund - Regular - Growth,2022,3,31.2641
Nippon India Gilt Securities Fund - Regular - Growth,2022,4,32.009
Nippon India Gilt Securities Fund - Regular - Growth,2022,5,32.635
Nippon India Gilt Securities Fund - Regular - Growth,2022,6,32.4363
Nippon India Gilt Securities Fund - Regular - Growth,2022,7,32.8877
Nippon India Gilt Securities Fund - Regular - Growth,2022,8,33.0327
Nippon India Gilt Securities Fund - Regular - Growth,2022,9,32.9102
Nippon India Gilt Securities Fund - Regular - Growth,2022,10,33.2833
Nippon India Gilt Securities Fund - Regular - Growth,2022,11,33.4628
Nippon India Gilt Securities Fund - Regular - Growth,2022,12,33.6832
Nippon India Gilt Securities Fund - Regular - Growth,2023,1,33.8465
Nippon India Gilt Securities Fund - Regular - Growth,2023,2,33.9632
Nippon India Gilt Securities Fund - Regular - Growth,2023,3,33.8836
Nippon India Gilt Securities Fund - Regular - Growth,2023,4,33.6202
Nippon India Gilt Securities Fund - Regular - Growth,2023,5,33.5009
Nippon India Gilt Securities Fund - Regular - Growth,2023,6,33.8732
Nippon India Gilt Securities Fund - Regular - Growth,2023,7,33.4148
Nippon India Gilt Securities Fund - Regular - Growth,2023,8,32.722
Nippon India Gilt Securities Fund - Regular - Growth,2023,9,32.4902
Nippon India Gilt Securities Fund - Regular - Growth,2023,10,32.3621
Nippon India Gilt Securities Fund - Regular - Growth,2023,11,32.4534
Nippon India Gilt Securities Fund - Regular - Growth,2023,12,32.3871
Nippon India Gilt Securities Fund - Regular - Growth,2024,1,31.9299
Nippon India Gilt Securities Fund - Regular - Growth,2024,2,31.5132
Nippon India Gilt Securities Fund - Regular - Growth,2024,3,31.8714
Nippon India Gilt Securities Fund - Regular - Growth,2024,4,32.0672
Nippon India Gilt Securities Fund - Regular - Growth,2024,5,32.1923
Nippon India Gilt Securities Fund - Regular - Growth,2024,6,31.844
Nippon India Gilt Securities Fund - Regular - Growth,2024,7,32.0371
Nippon India Gilt Securities Fund - Regular - Growth,2024,8,32.6919
Nippon India Gilt Securities Fund - Regular - Growth,2024,9,33.0281
Nippon India Gilt Securities Fund - Regular - Growth,2024,10,33.7006
Nippon India Gilt Securities Fund - Regular - Growth,2024,11,34.6797
Nippon India Gilt Securities Fund - Regular - Growth,2024,12,34.6997
Nippon India Gilt Securities Fund - Regular - Growth,2025,1,34.5012
Nippon India Gilt Securities Fund - Regular - Growth,2025,2,34.0903
Nippon India Gilt Securities Fund - Regular - Growth,2025,3,33.4913
Nippon India Gilt Securities Fund - Regular - Growth,2025,4,33.9181
Nippon India Gilt Securities Fund - Regular - Growth,2025,5,34.1638
Nippon India Gilt Securities Fund - Regular - Growth,2025,6,34.2276
Nippon India Gilt Securities Fund - Regular - Growth,2025,7,34.1338
Nippon India Gilt Securities Fund - Regular - Growth,2025,8,34.7833
Nippon India Gilt Securities Fund - Regular - Growth,2025,9,35.0737
Nippon India Gilt Securities Fund - Regular - Growth,2025,10,35.1506
Nippon India Gilt Securities Fund - Regular - Growth,2025,11,35.862
Nippon India Gilt Securities Fund - Regular - Growth,2025,12,36.5539
Nippon India Gilt Securities Fund - Regular - Growth,2026,1,37.1327
Nippon India Gilt Securities Fund - Regular - Growth,2026,2,37.3385
Nippon India Gilt Securities Fund - Regular - Growth,2026,3,37.1609
Nippon India Gilt Securities Fund - Regular - Growth,2026,4,37.1208
Nippon India Gilt Securities Fund - Regular - Growth,2026,5,37.4903
Nippon India Large Cap Fund - Direct - Growth,2022,1,46.1243
Nippon India Large Cap Fund - Direct - Growth,2022,2,47.7785
Nippon India Large Cap Fund - Direct - Growth,2022,3,48.9556
Nippon India Large Cap Fund - Direct - Growth,2022,4,51.0152
Nippon India Large Cap Fund - Direct - Growth,2022,5,52.3261
Nippon India Large Cap Fund - Direct - Growth,2022,6,52.958
Nippon India Large Cap Fund - Direct - Growth,2022,7,51.5724
Nippon India Large Cap Fund - Direct - Growth,2022,8,53.6812
Nippon India Large Cap Fund - Direct - Growth,2022,9,54.8953
Nippon India Large Cap Fund - Direct - Growth,2022,10,54.5727
Nippon India Large Cap Fund - Direct - Growth,2022,11,53.374
Nippon India Large Cap Fund - Direct - Growth,2022,12,54.088
Nippon India Large Cap Fund - Direct - Growth,2023,1,53.4649
Nippon India Large Cap Fund - Direct - Growth,2023,2,52.9674
Nippon India Large Cap Fund - Direct - Growth,2023,3,53.0904
Nippon India Large Cap Fund - Direct - Growth,2023,4,51.5225
Nippon India Large Cap Fund - Direct - Growth,2023,5,51.7865
Nippon India Large Cap Fund - Direct - Growth,2023,6,51.27
Nippon India Large Cap Fund - Direct - Growth,2023,7,55.0632
Nippon India Large Cap Fund - Direct - Growth,2023,8,58.9878
Nippon India Large Cap Fund - Direct - Growth,2023,9,58.8582
Nippon India Large Cap Fund - Direct - Growth,2023,10,61.2518
Nippon India Large Cap Fund - Direct - Growth,2023,11,59.4588
Nippon India Large Cap Fund - Direct - Growth,2023,12,58.2288
Nippon India Large Cap Fund - Direct - Growth,2024,1,53.4797
Nippon India Large Cap Fund - Direct - Growth,2024,2,52.7506
Nippon India Large Cap Fund - Direct - Growth,2024,3,53.0095
Nippon India Large Cap Fund - Direct - Growth,2024,4,54.5025
Nippon India Large Cap Fund - Direct - Growth,2024,5,55.8481
Nippon India Large Cap Fund - Direct - Growth,2024,6,58.1807
Nippon India Large Cap Fund - Direct - Growth,2024,7,61.7894
Nippon India Large Cap Fund - Direct - Growth,2024,8,62.184
Nippon India Large Cap Fund - Direct - Growth,2024,9,61.7609
Nippon India Large Cap Fund - Direct - Growth,2024,10,59.9734
Nippon India Large Cap Fund - Direct - Growth,2024,11,59.2711
Nippon India Large Cap Fund - Direct - Growth,2024,12,57.4783
Nippon India Large Cap Fund - Direct - Growth,2025,1,62.3918
Nippon India Large Cap Fund - Direct - Growth,2025,2,66.0642
Nippon India Large Cap Fund - Direct - Growth,2025,3,67.9914
Nippon India Large Cap Fund - Direct - Growth,2025,4,70.0791
Nippon India Large Cap Fund - Direct - Growth,2025,5,70.6582
Nippon India Large Cap Fund - Direct - Growth,2025,6,72.5483
Nippon India Large Cap Fund - Direct - Growth,2025,7,75.2493
Nippon India Large Cap Fund - Direct - Growth,2025,8,77.4432
Nippon India Large Cap Fund - Direct - Growth,2025,9,78.0334
Nippon India Large Cap Fund - Direct - Growth,2025,10,82.7992
Nippon India Large Cap Fund - Direct - Growth,2025,11,81.571
Nippon India Large Cap Fund - Direct - Growth,2025,12,79.5266
Nippon India Large Cap Fund - Direct - Growth,2026,1,82.5426
Nippon India Large Cap Fund - Direct - Growth,2026,2,86.1642
Nippon India Large Cap Fund - Direct - Growth,2026,3,86.171
Nippon India Large Cap Fund - Direct - Growth,2026,4,86.3151
Nippon India Large Cap Fund - Direct - Growth,2026,5,89.5148
Nippon India Large Cap Fund - Regular - Growth,2022,1,43.9918
Nippon India Large Cap Fund - Regular - Growth,2022,2,46.245
Nippon India Large Cap Fund - Regular - Growth,2022,3,47.7185
Nippon India Large Cap Fund - Regular - Growth,2022,4,51.4166
Nippon India Large Cap Fund - Regular - Growth,2022,5,54.0439
Nippon India Large Cap Fund - Regular - Growth,2022,6,53.1654
Nippon India Large Cap Fund - Regular - Growth,2022,7,54.1627
Nippon India Large Cap Fund - Regular - Growth,2022,8,53.091
Nippon India Large Cap Fund - Regular - Growth,2022,9,53.2324
Nippon India Large Cap Fund - Regular - Growth,2022,10,53.2806
Nippon India Large Cap Fund - Regular - Growth,2022,11,50.9405
Nippon India Large Cap Fund - Regular - Growth,2022,12,50.7422
Nippon India Large Cap Fund - Regular - Growth,2023,1,55.4638
Nippon India Large Cap Fund - Regular - Growth,2023,2,58.6849
Nippon India Large Cap Fund - Regular - Growth,2023,3,61.0751
Nippon India Large Cap Fund - Regular - Growth,2023,4,63.048
Nippon India Large Cap Fund - Regular - Growth,2023,5,60.7707
Nippon India Large Cap Fund - Regular - Growth,2023,6,64.8235
Nippon India Large Cap Fund - Regular - Growth,2023,7,68.4831
Nippon India Large Cap Fund - Regular - Growth,2023,8,72.2926
Nippon India Large Cap Fund - Regular - Growth,2023,9,72.8214
Nippon India Large Cap Fund - Regular - Growth,2023,10,75.8764
Nippon India Large Cap Fund - Regular - Growth,2023,11,78.2717
Nippon India Large Cap Fund - Regular - Growth,2023,12,80.1956
Nippon India Large Cap Fund - Regular - Growth,2024,1,80.2519
Nippon India Large Cap Fund - Regular - Growth,2024,2,78.8905
Nippon India Large Cap Fund - Regular - Growth,2024,3,77.5276
Nippon India Large Cap Fund - Regular - Growth,2024,4,76.1153
Nippon India Large Cap Fund - Regular - Growth,2024,5,73.5852
Nippon India Large Cap Fund - Regular - Growth,2024,6,70.6219
Nippon India Large Cap Fund - Regular - Growth,2024,7,68.7538
Nippon India Large Cap Fund - Regular - Growth,2024,8,69.9422
Nippon India Large Cap Fund - Regular - Growth,2024,9,72.951
Nippon India Large Cap Fund - Regular - Growth,2024,10,73.1022
Nippon India Large Cap Fund - Regular - Growth,2024,11,77.8769
Nippon India Large Cap Fund - Regular - Growth,2024,12,79.1271
Nippon India Large Cap Fund - Regular - Growth,2025,1,77.296
Nippon India Large Cap Fund - Regular - Growth,2025,2,78.9525
Nippon India Large Cap Fund - Regular - Growth,2025,3,79.0457
Nippon India Large Cap Fund - Regular - Growth,2025,4,79.249
Nippon India Large Cap Fund - Regular - Growth,2025,5,81.4194
Nippon India Large Cap Fund - Regular - Growth,2025,6,89.2903
Nippon India Large Cap Fund - Regular - Growth,2025,7,90.884
Nippon India Large Cap Fund - Regular - Growth,2025,8,94.6204
Nippon India Large Cap Fund - Regular - Growth,2025,9,94.6802
Nippon India Large Cap Fund - Regular - Growth,2025,10,97.3513
Nippon India Large Cap Fund - Regular - Growth,2025,11,97.5848
Nippon India Large Cap Fund - Regular - Growth,2025,12,96.0252
Nippon India Large Cap Fund - Regular - Growth,2026,1,97.503
Nippon India Large Cap Fund - Regular - Growth,2026,2,100.5281
Nippon India Large Cap Fund - Regular - Growth,2026,3,104.2519
Nippon India Large Cap Fund - Regular - Growth,2026,4,111.7238
Nippon India Large Cap Fund - Regular - Growth,2026,5,109.6209
Nippon India Small Cap Fund - Regular - Growth,2022,1,62.5761
Nippon India Small Cap Fund - Regular - Growth,2022,2,62.6806
Nippon India Small Cap Fund - Regular - Growth,2022,3,66.9941
Nippon India Small Cap Fund - Regular - Growth,2022,4,71.325
Nippon India Small Cap Fund - Regular - Growth,2022,5,75.883
Nippon India Small Cap Fund - Regular - Growth,2022,6,72.6733
Nippon India Small Cap Fund - Regular - Growth,2022,7,70.5949
Nippon India Small Cap Fund - Regular - Growth,2022,8,71.9143
Nippon India Small Cap Fund - Regular - Growth,2022,9,77.4894
Nippon India Small Cap Fund - Regular - Growth,2022,10,78.1128
Nippon India Small Cap Fund - Regular - Growth,2022,11,88.7308
Nippon India Small Cap Fund - Regular - Growth,2022,12,93.6545
Nippon India Small Cap Fund - Regular - Growth,2023,1,109.4332
Nippon India Small Cap Fund - Regular - Growth,2023,2,116.6113
Nippon India Small Cap Fund - Regular - Growth,2023,3,111.7306
Nippon India Small Cap Fund - Regular - Growth,2023,4,118.2393
Nippon India Small Cap Fund - Regular - Growth,2023,5,111.2585
Nippon India Small Cap Fund - Regular - Growth,2023,6,102.1119
Nippon India Small Cap Fund - Regular - Growth,2023,7,105.3988
Nippon India Small Cap Fund - Regular - Growth,2023,8,100.3837
Nippon India Small Cap Fund - Regular - Growth,2023,9,105.7004
Nippon India Small Cap Fund - Regular - Growth,2023,10,110.5972
Nippon India Small Cap Fund - Regular - Growth,2023,11,114.8549
Nippon India Small Cap Fund - Regular - Growth,2023,12,102.7663
Nippon India Small Cap Fund - Regular - Growth,2024,1,101.2475
Nippon India Small Cap Fund - Regular - Growth,2024,2,101.7046
Nippon India Small Cap Fund - Regular - Growth,2024,3,106.6066
Nippon India Small Cap Fund - Regular - Growth,2024,4,117.9695
Nippon India Small Cap Fund - Regular - Growth,2024,5,115.1033
Nippon India Small Cap Fund - Regular - Growth,2024,6,119.2755
Nippon India Small Cap Fund - Regular - Growth,2024,7,117.3246
Nippon India Small Cap Fund - Regular - Growth,2024,8,119.0875
Nippon India Small Cap Fund - Regular - Growth,2024,9,112.9162
Nippon India Small Cap Fund - Regular - Growth,2024,10,109.0616
Nippon India Small Cap Fund - Regular - Growth,2024,11,109.6154
Nippon India Small Cap Fund - Regular - Growth,2024,12,107.2487
Nippon India Small Cap Fund - Regular - Growth,2025,1,109.2668
Nippon India Small Cap Fund - Regular - Growth,2025,2,116.3824
Nippon India Small Cap Fund - Regular - Growth,2025,3,116.1023
Nippon India Small Cap Fund - Regular - Growth,2025,4,122.1134
Nippon India Small Cap Fund - Regular - Growth,2025,5,120.1683
Nippon India Small Cap Fund - Regular - Growth,2025,6,112.8052
Nippon India Small Cap Fund - Regular - Growth,2025,7,103.917
Nippon India Small Cap Fund - Regular - Growth,2025,8,101.7789
Nippon India Small Cap Fund - Regular - Growth,2025,9,104.4073
Nippon India Small Cap Fund - Regular - Growth,2025,10,105.7845
Nippon India Small Cap Fund - Regular - Growth,2025,11,110.5989
Nippon India Small Cap Fund - Regular - Growth,2025,12,110.6819
Nippon India Small Cap Fund - Regular - Growth,2026,1,108.0582
Nippon India Small Cap Fund - Regular - Growth,2026,2,100.5413
Nippon India Small Cap Fund - Regular - Growth,2026,3,110.7774
Nippon India Small Cap Fund - Regular - Growth,2026,4,126.1611
Nippon India Small Cap Fund - Regular - Growth,2026,5,135.2072
SBI Bluechip Fund - Direct Plan - Growth,2022,1,58.7394
SBI Bluechip Fund - Direct Plan - Growth,2022,2,60.4931
SBI Bluechip Fund - Direct Plan - Growth,2022,3,59.0215
SBI Bluechip Fund - Direct Plan - Growth,2022,4,60.1338
SBI Bluechip Fund - Direct Plan - Growth,2022,5,62.8941
SBI Bluechip Fund - Direct Plan - Growth,2022,6,62.7822
SBI Bluechip Fund - Direct Plan - Growth,2022,7,64.3381
SBI Bluechip Fund - Direct Plan - Growth,2022,8,65.9761
SBI Bluechip Fund - Direct Plan - Growth,2022,9,66.3941
SBI Bluechip Fund - Direct Plan - Growth,2022,10,64.1556
SBI Bluechip Fund - Direct Plan - Growth,2022,11,63.1957
SBI Bluechip Fund - Direct Plan - Growth,2022,12,67.0709
SBI Bluechip Fund - Direct Plan - Growth,2023,1,71.3908
SBI Bluechip Fund - Direct Plan - Growth,2023,2,74.5911
SBI Bluechip Fund - Direct Plan - Growth,2023,3,80.2149
SBI Bluechip Fund - Direct Plan - Growth,2023,4,81.4588
SBI Bluechip Fund - Direct Plan - Growth,2023,5,88.38
SBI Bluechip Fund - Direct Plan - Growth,2023,6,91.4573
SBI Bluechip Fund - Direct Plan - Growth,2023,7,90.2602
SBI Bluechip Fund - Direct Plan - Growth,2023,8,88.8723
SBI Bluechip Fund - Direct Plan - Growth,2023,9,86.3069
SBI Bluechip Fund - Direct Plan - Growth,2023,10,86.881
SBI Bluechip Fund - Direct Plan - Growth,2023,11,92.0505
